id;systementrytimestamp;animalid;begintime;endtime;totalyieldkg;expectedyieldkg;milkingdeviceid;milkingsamplerackno;milkingsampletubepos;milkingsampletubeid;avgconductivity;maxblood
83549;2023-06-29 20:36:37.500;61;2023-06-29 20:25:31.000;2023-06-29 20:33:21.000;10.57;10.351;15;0;0;0;4713;0
83554;2023-06-29 21:30:01.140;65;2023-06-29 21:22:55.000;2023-06-29 21:27:26.000;11.1;11.842;15;0;0;0;4445;0
83558;2023-06-29 22:37:02.287;51;2023-06-29 22:20:25.000;2023-06-29 22:33:46.000;14.5;21.933;15;0;0;0;4486;0
83596;2023-06-30 07:36:03.777;51;2023-06-30 07:27:09.000;2023-06-30 07:32:48.000;17.49;15.292;15;0;0;0;4524;0
83605;2023-06-30 08:55:28.723;61;2023-06-30 08:42:44.000;2023-06-30 08:52:54.000;12.2;11.747;15;0;0;0;4582;0
83608;2023-06-30 09:25:46.190;56;2023-06-30 09:16:13.000;2023-06-30 09:22:30.000;18.97;17.93;15;0;0;0;5059;798
83619;2023-06-30 12:06:18.203;65;2023-06-30 11:58:17.000;2023-06-30 12:03:43.000;14.48;16.383;15;0;0;0;4526;0
83645;2023-06-30 17:16:59.650;51;2023-06-30 17:07:45.000;2023-06-30 17:14:25.000;14.49;14.73;15;0;0;0;4679;0
83648;2023-06-30 17:55:15.557;56;2023-06-30 17:47:49.000;2023-06-30 17:51:59.000;9.11;6.705;15;0;0;0;4786;691
83656;2023-06-30 19:05:44.563;61;2023-06-30 18:54:30.000;2023-06-30 19:03:10.000;10.11;9.743;15;0;0;0;4540;0
83673;2023-06-30 22:04:08.923;65;2023-06-30 21:57:28.000;2023-06-30 22:01:34.000;10.61;11.594;15;0;0;0;4460;0
83691;2023-07-01 02:53:54.730;51;2023-07-01 02:45:15.000;2023-07-01 02:51:19.000;14.33;14.607;15;0;0;0;4638;0
83701;2023-07-01 05:41:10.793;61;2023-07-01 05:30:15.000;2023-07-01 05:38:36.000;10.01;10.166;15;0;0;0;4386;0
83710;2023-07-01 07:16:00.363;65;2023-07-01 07:09:14.000;2023-07-01 07:13:26.000;10.23;10.838;15;0;0;0;4528;0
83715;2023-07-01 07:58:29.870;56;2023-07-01 07:50:03.000;2023-07-01 07:55:14.000;15.32;11.905;15;0;0;0;4871;538
83738;2023-07-01 13:40:33.847;51;2023-07-01 13:31:57.000;2023-07-01 13:37:59.000;16.1;16.314;15;0;0;0;4694;0
83754;2023-07-01 16:10:28.400;61;2023-07-01 15:58:56.000;2023-07-01 16:07:54.000;10.18;10.01;15;0;0;0;4568;0
83759;2023-07-01 16:48:48.300;56;2023-07-01 16:39:51.000;2023-07-01 16:45:49.000;10.77;7.826;15;0;0;0;4927;448
83771;2023-07-01 19:24:16.037;65;2023-07-01 19:16:11.000;2023-07-01 19:21:00.000;12.06;13.903;15;0;0;0;4491;0
83791;2023-07-02 00:09:29.327;51;2023-07-02 00:01:17.000;2023-07-02 00:06:54.000;15.04;15.687;15;0;0;0;4449;0
83800;2023-07-02 01:50:15.163;61;2023-07-02 01:39:55.000;2023-07-02 01:47:40.000;9.53;9.237;15;0;0;0;4511;0
83814;2023-07-02 06:10:17.160;65;2023-07-02 06:02:27.000;2023-07-02 06:07:37.000;11.28;12.362;15;0;0;0;4353;0
83826;2023-07-02 08:17:35.597;56;2023-07-02 08:08:12.000;2023-07-02 08:14:19.000;17.51;14.748;15;0;0;0;4878;349
83834;2023-07-02 09:35:28.630;51;2023-07-02 09:26:21.000;2023-07-02 09:32:12.000;14.2;14.123;15;0;0;0;4654;0
83853;2023-07-02 13:07:53.677;61;2023-07-02 12:55:21.000;2023-07-02 13:04:37.000;11.41;10.823;15;0;0;0;4721;0
83869;2023-07-02 16:37:01.370;65;2023-07-02 16:30:11.000;2023-07-02 16:34:27.000;11.54;12.013;15;0;0;0;4470;0
83878;2023-07-02 18:41:40.647;51;2023-07-02 18:32:46.000;2023-07-02 18:39:06.000;14.08;13.693;15;0;0;0;4733;0
83897;2023-07-02 21:51:40.093;56;2023-07-02 21:42:33.000;2023-07-02 21:48:24.000;17.92;13.135;15;0;0;0;4868;352
83904;2023-07-02 23:12:25.177;61;2023-07-02 23:01:12.000;2023-07-02 23:09:50.000;10.14;9.794;15;0;0;0;4503;0
83922;2023-07-03 04:08:22.477;65;2023-07-03 04:01:10.000;2023-07-03 04:05:47.000;12.21;13.226;15;0;0;0;4466;0
83934;2023-07-03 07:01:13.363;51;2023-07-03 06:52:01.000;2023-07-03 06:58:38.000;18.98;18.559;15;0;0;0;4700;0
83949;2023-07-03 09:28:27.357;56;2023-07-03 09:15:54.000;2023-07-03 09:25:11.000;15.74;12.124;15;0;0;0;4818;351
83952;2023-07-03 10:02:11.257;61;2023-07-03 09:50:14.000;2023-07-03 09:59:36.000;11.45;10.537;15;0;0;0;4769;0
83968;2023-07-03 13:35:48.223;65;2023-07-03 13:29:02.000;2023-07-03 13:33:13.000;10.74;11.129;15;0;0;0;4515;0
83979;2023-07-03 16:19:32.190;51;2023-07-03 16:10:56.000;2023-07-03 16:16:57.000;14.01;14.098;15;0;0;0;4533;0
84004;2023-07-03 21:06:19.900;56;2023-07-03 20:57:31.000;2023-07-03 21:03:04.000;16.61;12.749;15;0;0;0;4860;360
84005;2023-07-03 21:21:56.647;61;2023-07-03 21:10:23.000;2023-07-03 21:19:22.000;11.28;11.193;15;0;0;0;4674;0
84021;2023-07-04 00:04:34.277;65;2023-07-03 23:57:47.000;2023-07-04 00:02:00.000;10.57;12.287;15;0;0;0;4428;0
84031;2023-07-04 02:35:42.577;51;2023-07-04 02:26:59.000;2023-07-04 02:32:27.000;14.23;15.473;15;0;0;0;4368;0
84060;2023-07-04 10:14:01.063;56;2023-07-04 10:04:43.000;2023-07-04 10:10:45.000;18.59;15.202;15;0;0;0;4818;408
84065;2023-07-04 11:14:20.143;61;2023-07-04 11:02:29.000;2023-07-04 11:11:45.000;12.81;13.652;15;0;0;0;4549;0
84077;2023-07-04 12:50:39.403;65;2023-07-04 12:43:06.000;2023-07-04 12:47:23.000;12.38;14.414;15;0;0;0;4515;0
84078;2023-07-04 12:57:24.533;51;2023-07-04 12:48:22.000;2023-07-04 12:54:08.000;15.17;15.404;15;0;0;0;4417;0
84115;2023-07-04 21:23:46.687;56;2023-07-04 21:14:57.000;2023-07-04 21:20:30.000;16.35;13.338;15;0;0;0;4826;353
84121;2023-07-04 22:15:19.153;51;2023-07-04 22:07:30.000;2023-07-04 22:12:44.000;13.33;13.865;15;0;0;0;4371;0
84122;2023-07-04 22:29:23.663;61;2023-07-04 22:17:13.000;2023-07-04 22:26:06.000;10.05;10.873;15;0;0;0;4450;0
84130;2023-07-04 23:55:56.513;65;2023-07-04 23:49:20.000;2023-07-04 23:53:22.000;10.53;12.602;15;0;0;0;4312;0
84157;2023-07-05 08:01:48.460;51;2023-07-05 07:53:15.000;2023-07-05 07:59:13.000;15.25;14.479;15;0;0;0;4686;0
84160;2023-07-05 08:24:52.977;56;2023-07-05 08:15:48.000;2023-07-05 08:21:37.000;16.42;13.641;15;0;0;0;4738;358
84175;2023-07-05 10:57:16.470;61;2023-07-05 10:44:55.000;2023-07-05 10:54:42.000;12.63;11.818;15;0;0;0;4669;0
84183;2023-07-05 12:14:13.410;65;2023-07-05 12:07:14.000;2023-07-05 12:11:39.000;12.9;13.547;15;0;0;0;4565;0
84204;2023-07-05 17:22:48.973;51;2023-07-05 17:15:06.000;2023-07-05 17:20:14.000;14.11;14.039;15;0;0;0;4536;0
84211;2023-07-05 18:35:14.337;56;2023-07-05 18:26:27.000;2023-07-05 18:31:58.000;15.25;12.96;15;0;0;0;4653;0
84219;2023-07-05 20:19:22.530;61;2023-07-05 20:07:27.000;2023-07-05 20:16:48.000;9.8;9.107;15;0;0;0;4552;0
84230;2023-07-05 21:49:23.110;65;2023-07-05 21:42:33.000;2023-07-05 21:46:48.000;10.68;11.113;15;0;0;0;4489;0
84261;2023-07-06 06:28:34.133;51;2023-07-06 06:17:54.000;2023-07-06 06:25:59.000;20.23;19.584;15;0;0;0;4505;0
84272;2023-07-06 08:13:30.803;61;2023-07-06 08:00:31.000;2023-07-06 08:10:15.000;12.13;11.724;15;0;0;0;4630;0
84277;2023-07-06 08:53:11.580;56;2023-07-06 08:43:12.000;2023-07-06 08:49:56.000;20.47;18.69;15;0;0;0;4646;0
84293;2023-07-06 12:39:40.033;65;2023-07-06 12:32:01.000;2023-07-06 12:37:05.000;14.29;16.753;15;0;0;0;4568;0
84311;2023-07-06 16:31:39.670;51;2023-07-06 16:23:07.000;2023-07-06 16:29:05.000;15.28;15.167;15;0;0;0;4482;0
84319;2023-07-06 17:46:24.087;56;2023-07-06 17:37:34.000;2023-07-06 17:43:08.000;14.38;11.767;15;0;0;0;4626;324
84334;2023-07-06 20:52:02.403;61;2023-07-06 20:40:36.000;2023-07-06 20:49:28.000;12.63;12.553;15;0;0;0;4710;0
84341;2023-07-06 22:07:50.947;65;2023-07-06 22:03:38.000;2023-07-06 22:07:39.000;10.19;11.063;15;0;0;0;4644;0
84357;2023-07-07 01:58:43.803;51;2023-07-07 01:53:21.000;2023-07-07 01:58:31.000;13.87;14.268;15;0;0;0;4454;0
84377;2023-07-07 06:48:00.937;56;2023-07-07 06:38:42.000;2023-07-07 06:47:48.000;19.51;17.891;15;0;0;0;4811;0
84389;2023-07-07 08:52:58.423;65;2023-07-07 08:48:13.000;2023-07-07 08:52:47.000;11.77;12.236;15;0;0;0;4652;0
84393;2023-07-07 09:49:08.467;61;2023-07-07 09:38:44.000;2023-07-07 09:48:56.000;12.59;12.801;15;0;0;0;4600;0
84405;2023-07-07 13:27:06.920;51;2023-07-07 13:20:14.000;2023-07-07 13:26:53.000;18.13;17.137;15;0;0;0;4688;0
84436;2023-07-07 18:24:55.323;56;2023-07-07 18:18:40.000;2023-07-07 18:24:42.000;18.62;16.04;15;0;0;0;4647;0
84441;2023-07-07 19:11:41.347;65;2023-07-07 19:06:48.000;2023-07-07 19:11:29.000;12.08;11.792;15;0;0;0;4825;0
84447;2023-07-07 20:58:26.993;61;2023-07-07 20:49:18.000;2023-07-07 20:58:14.000;10.43;10.935;15;0;0;0;4511;0
84456;2023-07-07 23:29:38.653;51;2023-07-07 23:23:53.000;2023-07-07 23:29:26.000;13.88;15.185;15;0;0;0;4492;0
84473;2023-07-08 02:49:24.533;56;2023-07-08 02:44:05.000;2023-07-08 02:49:12.000;13.7;11.983;15;0;0;0;4623;0
84485;2023-07-08 05:11:08.067;65;2023-07-08 05:06:55.000;2023-07-08 05:10:56.000;10.31;11.704;15;0;0;0;4539;0
84488;2023-07-08 06:26:06.377;61;2023-07-08 06:18:37.000;2023-07-08 06:25:54.000;8.49;9.257;15;0;0;0;4535;0
84500;2023-07-08 09:06:09.800;51;2023-07-08 09:00:33.000;2023-07-08 09:05:57.000;14.89;14.365;15;0;0;0;4353;0
84501;2023-07-08 09:20:58.030;56;2023-07-08 09:11:53.000;2023-07-08 09:20:40.000;11.27;9.388;15;0;0;0;4790;0
84530;2023-07-08 15:33:48.853;65;2023-07-08 15:26:49.000;2023-07-08 15:31:14.000;10.97;11.866;15;0;0;0;4731;0
84548;2023-07-08 18:58:32.963;61;2023-07-08 18:46:08.000;2023-07-08 18:55:58.000;11.77;11.949;15;0;0;0;4708;0
84554;2023-07-08 19:46:42.747;56;2023-07-08 19:38:21.000;2023-07-08 19:44:08.000;16.89;15.336;15;0;0;0;4669;0
84557;2023-07-08 20:35:50.917;51;2023-07-08 20:27:05.000;2023-07-08 20:33:16.000;15.58;17.229;15;0;0;0;4673;0
84589;2023-07-09 03:48:49.167;65;2023-07-09 03:40:47.000;2023-07-09 03:45:33.000;11.43;13.787;15;0;0;0;4461;0
84602;2023-07-09 06:47:58.237;51;2023-07-09 06:38:51.000;2023-07-09 06:44:43.000;15.25;15.004;15;0;0;0;4590;0
84611;2023-07-09 08:11:40.157;61;2023-07-09 07:57:35.000;2023-07-09 08:08:24.000;12.84;12.684;15;0;0;0;4506;0
84622;2023-07-09 10:39:13.027;56;2023-07-09 10:29:35.000;2023-07-09 10:35:57.000;21.91;22.072;15;0;0;0;4654;0
84645;2023-07-09 15:41:16.793;65;2023-07-09 15:33:26.000;2023-07-09 15:38:42.000;12.56;12.975;15;0;0;0;4705;0
84656;2023-07-09 17:41:42.933;51;2023-07-09 17:33:08.000;2023-07-09 17:39:08.000;15.96;16.23;15;0;0;0;4674;0
84663;2023-07-09 19:02:56.973;61;2023-07-09 18:52:20.000;2023-07-09 19:00:22.000;10.55;10.5;15;0;0;0;4618;0
84673;2023-07-09 21:00:45.833;56;2023-07-09 20:51:49.000;2023-07-09 20:58:11.000;17.17;15.314;15;0;0;0;4634;0
84703;2023-07-10 04:09:53.550;51;2023-07-10 04:01:05.000;2023-07-10 04:06:37.000;15.5;15.422;15;0;0;0;4568;0
84710;2023-07-10 05:32:42.567;65;2023-07-10 05:25:05.000;2023-07-10 05:29:27.000;13.09;15.242;15;0;0;0;4505;0
84721;2023-07-10 08:00:13.787;56;2023-07-10 07:51:01.000;2023-07-10 07:56:58.000;18.2;16.492;15;0;0;0;4472;0
84724;2023-07-10 08:48:37.170;61;2023-07-10 08:35:24.000;2023-07-10 08:46:02.000;13.08;13.348;15;0;0;0;4591;0
84750;2023-07-10 13:37:43.817;51;2023-07-10 13:28:23.000;2023-07-10 13:35:09.000;15.38;14.099;15;0;0;0;4721;0
84762;2023-07-10 15:57:29.667;65;2023-07-10 15:50:25.000;2023-07-10 15:54:55.000;11.38;11.467;15;0;0;0;4670;0
84771;2023-07-10 17:24:36.640;56;2023-07-10 17:15:41.000;2023-07-10 17:21:21.000;15.93;14.382;15;0;0;0;4542;0
84781;2023-07-10 19:56:18.270;61;2023-07-10 19:45:35.000;2023-07-10 19:53:43.000;10.99;10.722;15;0;0;0;4613;0
84798;2023-07-10 22:51:47.020;51;2023-07-10 22:43:53.000;2023-07-10 22:49:12.000;14;13.897;15;0;0;0;4419;0
84818;2023-07-11 03:48:07.193;65;2023-07-11 03:40:51.000;2023-07-11 03:45:32.000;12.32;13.108;15;0;0;0;4492;0
84824;2023-07-11 06:20:09.700;56;2023-07-11 06:10:32.000;2023-07-11 06:16:54.000;19.6;20.151;15;0;0;0;4559;0
84840;2023-07-11 08:54:21.170;61;2023-07-11 08:41:54.000;2023-07-11 08:51:05.000;12.4;12.536;15;0;0;0;4724;0
84844;2023-07-11 09:35:23.013;51;2023-07-11 09:24:13.000;2023-07-11 09:32:07.000;17.62;16.084;15;0;0;0;4873;0
84866;2023-07-11 14:46:21.397;56;2023-07-11 14:37:26.000;2023-07-11 14:42:41.000;14.39;13.098;15;1;1;1;4384;0
84877;2023-07-11 16:42:40.180;65;2023-07-11 16:33:40.000;2023-07-11 16:38:59.000;12.68;14.018;15;1;11;11;4655;0
84892;2023-07-11 19:44:33.093;61;2023-07-11 19:32:38.000;2023-07-11 19:40:52.000;11.09;10.439;15;1;26;26;4823;0
84896;2023-07-11 20:30:43.097;51;2023-07-11 20:19:27.000;2023-07-11 20:26:21.000;16.09;16.661;15;1;30;30;4855;0
84924;2023-07-12 03:03:47.310;65;2023-07-12 02:57:06.000;2023-07-12 03:01:13.000;10.64;11.383;15;0;0;0;4240;0
84931;2023-07-12 05:17:24.123;56;2023-07-12 05:07:08.000;2023-07-12 05:14:09.000;20.16;22.688;15;0;0;0;4626;0
84946;2023-07-12 08:39:49.747;61;2023-07-12 08:26:15.000;2023-07-12 08:37:15.000;12.7;12.642;15;0;0;0;4707;0
84948;2023-07-12 08:54:50.043;51;2023-07-12 08:44:46.000;2023-07-12 08:51:35.000;18.94;18.579;15;0;0;0;4518;0
84971;2023-07-12 12:55:04.710;56;2023-07-12 12:46:21.000;2023-07-12 12:51:24.000;13.86;12.118;15;1;50;50;4397;0
84978;2023-07-12 14:34:38.927;65;2023-07-12 14:27:23.000;2023-07-12 14:32:04.000;12.56;12.425;15;0;0;0;4567;0
84995;2023-07-12 18:05:41.447;61;2023-07-12 17:55:13.000;2023-07-12 18:03:06.000;9.46;9.183;15;0;0;0;4659;0
85003;2023-07-12 19:21:29.697;51;2023-07-12 19:13:14.000;2023-07-12 19:18:55.000;15.45;15.846;15;0;0;0;4518;0
85022;2023-07-12 23:06:16.430;56;2023-07-12 22:57:59.000;2023-07-12 23:03:42.000;16.46;16.073;15;0;0;0;4747;0
85042;2023-07-13 02:51:15.767;65;2023-07-13 02:42:45.000;2023-07-13 02:48:00.000;12.92;13.358;15;0;0;0;4439;0
85045;2023-07-13 03:25:46.270;61;2023-07-13 03:15:22.000;2023-07-13 03:23:12.000;9.15;9.141;15;0;0;0;4606;0
85049;2023-07-13 04:35:15.087;51;2023-07-13 04:26:42.000;2023-07-13 04:32:00.000;13.74;13.855;15;0;0;0;4402;0
85059;2023-07-13 07:36:23.623;56;2023-07-13 07:27:59.000;2023-07-13 07:33:07.000;14.14;13.249;15;0;0;0;4616;0
85098;2023-07-13 15:28:24.173;51;2023-07-13 15:19:01.000;2023-07-13 15:25:08.000;15.89;16.404;15;0;0;0;4568;0
85100;2023-07-13 15:47:46.357;61;2023-07-13 15:35:19.000;2023-07-13 15:44:31.000;12.29;12.058;15;0;0;0;4816;0
85101;2023-07-13 15:52:59.320;56;2023-07-13 15:45:07.000;2023-07-13 15:50:24.000;14.34;13.196;15;0;0;0;4574;0
85111;2023-07-13 17:36:41.320;65;2023-07-13 17:28:25.000;2023-07-13 17:34:07.000;14.42;15.941;15;0;0;0;4730;0
85148;2023-07-14 01:15:56.507;56;2023-07-14 01:07:42.000;2023-07-14 01:12:41.000;15.7;14.892;15;0;0;0;4661;0
85150;2023-07-14 01:36:37.737;51;2023-07-14 01:27:53.000;2023-07-14 01:33:22.000;14.28;15.19;15;0;0;0;4317;0
85158;2023-07-14 03:06:00.770;65;2023-07-14 02:59:30.000;2023-07-14 03:03:26.000;9.65;10.369;15;0;0;0;4312;0
85169;2023-07-14 05:32:37.583;61;2023-07-14 05:19:23.000;2023-07-14 05:30:03.000;13.23;13.498;15;0;0;0;4481;0
85198;2023-07-14 11:15:53.287;56;2023-07-14 11:06:04.000;2023-07-14 11:12:37.000;18.02;16.069;15;0;0;0;4675;0
85207;2023-07-14 13:23:57.043;51;2023-07-14 13:14:46.000;2023-07-14 13:21:23.000;18.37;17.429;15;0;0;0;4602;0
85213;2023-07-14 14:52:01.200;65;2023-07-14 14:44:46.000;2023-07-14 14:49:27.000;12.61;12.548;15;0;0;0;4746;0
85219;2023-07-14 15:55:01.657;61;2023-07-14 15:44:25.000;2023-07-14 15:52:27.000;8.75;10.129;15;0;0;0;4450;0
85241;2023-07-14 19:47:35.423;56;2023-07-14 19:42:15.000;2023-07-14 19:47:22.000;14.9;14.044;15;0;0;0;4583;0
85260;2023-07-15 00:12:50.450;51;2023-07-15 00:04:42.000;2023-07-15 00:12:37.000;14.36;16.313;15;0;0;0;4219;0
85265;2023-07-15 01:25:12.767;61;2023-07-15 01:17:29.000;2023-07-15 01:25:00.000;8.81;9.238;15;0;0;0;4559;0
85267;2023-07-15 01:44:21.727;65;2023-07-15 01:39:42.000;2023-07-15 01:44:10.000;11.85;11.793;15;0;0;0;4419;0
85295;2023-07-15 07:34:59.623;56;2023-07-15 07:29:06.000;2023-07-15 07:34:46.000;17.9;19.371;15;0;0;0;4686;0
85307;2023-07-15 10:34:35.033;51;2023-07-15 10:26:32.000;2023-07-15 10:34:22.000;16.73;15.17;15;0;0;0;4468;0
85324;2023-07-15 13:23:42.753;61;2023-07-15 13:14:16.000;2023-07-15 13:23:30.000;12.03;11.4;15;0;0;0;4959;0
85331;2023-07-15 15:13:42.273;65;2023-07-15 15:08:14.000;2023-07-15 15:13:30.000;13.29;14.581;15;0;0;0;4625;0
85340;2023-07-15 16:37:20.047;56;2023-07-15 16:31:30.000;2023-07-15 16:37:08.000;17.22;14.741;15;0;0;0;4623;0
85366;2023-07-15 21:33:07.913;51;2023-07-15 21:26:31.000;2023-07-15 21:32:55.000;17.06;16.53;15;0;0;0;4536;0
85383;2023-07-16 01:07:19.783;61;2023-07-16 00:58:11.000;2023-07-16 01:07:08.000;11.12;11.329;15;0;0;0;4554;0
85391;2023-07-16 02:13:37.990;65;2023-07-16 02:08:59.000;2023-07-16 02:13:26.000;11.23;11.772;15;0;0;0;4422;0
85392;2023-07-16 02:20:02.407;56;2023-07-16 02:14:24.000;2023-07-16 02:19:49.000;16.34;16.131;15;0;0;0;4560;0
85416;2023-07-16 07:59:03.990;51;2023-07-16 07:52:42.000;2023-07-16 07:58:51.000;16.27;15.659;15;0;0;0;4553;0
85436;2023-07-16 11:59:37.497;56;2023-07-16 11:53:18.000;2023-07-16 11:59:25.000;17.84;16.013;15;0;0;0;4575;0
85442;2023-07-16 13:26:45.517;61;2023-07-16 13:17:34.000;2023-07-16 13:26:33.000;11.89;11.922;15;0;0;0;4820;0
85455;2023-07-16 16:05:08.990;65;2023-07-16 16:00:01.000;2023-07-16 16:04:57.000;14.1;14.639;15;0;0;0;4699;0
85466;2023-07-16 18:12:34.013;51;2023-07-16 18:04:26.000;2023-07-16 18:12:21.000;16.09;15.552;15;0;0;0;4669;0
85480;2023-07-16 20:46:22.490;56;2023-07-16 20:40:52.000;2023-07-16 20:46:09.000;15.85;14.915;15;0;0;0;4559;0
85498;2023-07-17 00:05:14.613;61;2023-07-16 23:57:07.000;2023-07-17 00:05:02.000;10.12;10.272;15;0;0;0;4555;0
85507;2023-07-17 02:13:03.470;65;2023-07-17 02:08:38.000;2023-07-17 02:12:51.000;11.22;10.806;15;0;0;0;4448;0
85515;2023-07-17 03:59:06.257;51;2023-07-17 03:53:41.000;2023-07-17 03:58:53.000;14.68;14.83;15;0;0;0;4386;0
85530;2023-07-17 08:38:28.910;56;2023-07-17 08:29:30.000;2023-07-17 08:38:16.000;20.63;20.07;15;0;0;0;4864;0
85544;2023-07-17 11:11:24.757;61;2023-07-17 11:01:57.000;2023-07-17 11:11:13.000;11.57;10.642;15;0;0;0;4727;0
85562;2023-07-17 14:55:21.690;51;2023-07-17 14:47:33.000;2023-07-17 14:55:09.000;17.04;16.535;15;0;0;0;4718;0
85569;2023-07-17 16:01:27.970;65;2023-07-17 15:55:50.000;2023-07-17 16:01:16.000;14.21;14.81;15;0;0;0;4697;0
85583;2023-07-17 18:09:05.157;56;2023-07-17 18:02:53.000;2023-07-17 18:08:52.000;17.79;16.228;15;0;0;0;4604;0
85604;2023-07-17 22:37:55.380;61;2023-07-17 22:30:05.000;2023-07-17 22:37:43.000;10.73;11.179;15;0;0;0;4551;0
85616;2023-07-18 01:17:55.943;51;2023-07-18 01:11:10.000;2023-07-18 01:17:44.000;15.34;15.782;15;0;0;0;4518;0
85620;2023-07-18 01:42:08.150;65;2023-07-18 01:37:54.000;2023-07-18 01:41:56.000;10.15;10.458;15;0;0;0;4371;0
85624;2023-07-18 02:21:51.703;56;2023-07-18 02:16:16.000;2023-07-18 02:21:39.000;15.61;14.159;15;0;0;0;4804;0
85654;2023-07-18 10:42:08.437;56;2023-07-18 10:30:07.000;2023-07-18 10:39:08.000;16.73;14.485;15;1;1;1;4809;0
85661;2023-07-18 11:40:52.040;61;2023-07-18 11:32:28.000;2023-07-18 11:40:40.000;11.8;12.555;15;0;0;0;4631;0
85675;2023-07-18 13:57:11.000;51;2023-07-18 13:49:54.000;2023-07-18 13:56:59.000;20.53;19.027;15;0;0;0;4588;0
85684;2023-07-18 15:46:03.560;65;2023-07-18 15:40:06.000;2023-07-18 15:45:52.000;14.97;14.966;15;0;0;0;4804;0
85710;2023-07-18 20:32:02.473;56;2023-07-18 20:23:33.000;2023-07-18 20:29:23.000;17.52;17.571;15;1;9;9;4818;0
85729;2023-07-18 23:32:54.890;61;2023-07-18 23:24:33.000;2023-07-18 23:32:42.000;11.19;11.294;15;0;0;0;4602;0
85730;2023-07-18 23:41:19.583;51;2023-07-18 23:35:38.000;2023-07-18 23:41:07.000;13.95;14.983;15;0;0;0;4302;0
85747;2023-07-19 02:11:41.083;65;2023-07-19 02:07:05.000;2023-07-19 02:11:29.000;11.83;11.181;15;0;0;0;4471;0
85759;2023-07-19 06:37:54.140;56;2023-07-19 06:29:39.000;2023-07-19 06:34:51.000;17.56;17.824;15;1;13;13;4733;0
85784;2023-07-19 11:05:08.837;51;2023-07-19 10:58:47.000;2023-07-19 11:04:56.000;18.76;17.17;15;0;0;0;4739;0
85788;2023-07-19 11:52:59.130;56;2023-07-19 11:43:16.000;2023-07-19 11:50:31.000;11.83;9.41;15;1;16;16;4772;0
85789;2023-07-19 12:07:44.543;61;2023-07-19 11:58:26.000;2023-07-19 12:07:32.000;12.69;11.93;15;0;0;0;4793;0
85801;2023-07-19 14:39:13.573;65;2023-07-19 14:33:47.000;2023-07-19 14:39:01.000;13.92;13.527;15;0;0;0;4438;0
85837;2023-07-19 21:38:18.763;56;2023-07-19 21:32:43.000;2023-07-19 21:38:06.000;18.16;17.657;15;0;0;0;4951;0
85843;2023-07-19 22:53:39.510;51;2023-07-19 22:47:03.000;2023-07-19 22:53:26.000;16.99;18.292;15;0;0;0;4640;0
85850;2023-07-19 23:53:40.937;61;2023-07-19 23:45:06.000;2023-07-19 23:53:29.000;11.75;11.373;15;0;0;0;4654;0
85858;2023-07-20 00:59:49.050;65;2023-07-20 00:55:14.000;2023-07-20 00:59:37.000;11.47;11.341;15;0;0;0;4242;0
85881;2023-07-20 07:30:55.550;56;2023-07-20 07:25:01.000;2023-07-20 07:30:43.000;19.56;17.808;15;0;0;0;4836;0
85893;2023-07-20 09:48:15.193;61;2023-07-20 09:39:42.000;2023-07-20 09:48:03.000;10.16;9.642;15;0;0;0;4558;0
85914;2023-07-20 13:53:54.500;65;2023-07-20 13:48:24.000;2023-07-20 13:53:43.000;14.46;14.121;15;0;0;0;4510;0
85915;2023-07-20 14:04:59.103;51;2023-07-20 13:54:37.000;2023-07-20 14:01:43.000;21.11;22.483;15;0;0;0;4640;0
85931;2023-07-20 17:20:13.600;56;2023-07-20 17:11:16.000;2023-07-20 17:16:58.000;19.35;17.93;15;0;0;0;4681;0
85950;2023-07-20 21:14:48.750;61;2023-07-20 21:02:17.000;2023-07-20 21:11:33.000;11.29;11.152;15;0;0;0;4697;0
85963;2023-07-20 23:14:41.470;65;2023-07-20 23:07:32.000;2023-07-20 23:12:07.000;10.29;10.299;15;0;0;0;4300;0
85967;2023-07-20 23:47:26.943;51;2023-07-20 23:38:26.000;2023-07-20 23:44:52.000;13.23;14.616;15;0;0;0;4303;304
85991;2023-07-21 06:45:23.127;56;2023-07-21 06:36:27.000;2023-07-21 06:42:07.000;17.78;24.504;15;0;0;0;4895;0
85997;2023-07-21 07:45:09.970;61;2023-07-21 07:34:13.000;2023-07-21 07:41:54.000;10.77;10.251;15;0;0;0;4704;0
86010;2023-07-21 10:02:55.063;65;2023-07-21 09:55:53.000;2023-07-21 10:00:20.000;12.65;11.933;15;0;0;0;4604;0
86031;2023-07-21 14:47:10.837;51;2023-07-21 14:37:26.000;2023-07-21 14:43:55.000;20.79;21.545;15;0;0;0;4724;0
86041;2023-07-21 16:36:57.660;56;2023-07-21 16:27:50.000;2023-07-21 16:33:42.000;18.33;17.229;15;0;0;0;4747;0
86053;2023-07-21 18:33:37.080;61;2023-07-21 18:22:35.000;2023-07-21 18:31:02.000;10.88;10.667;15;0;0;0;4649;0
86056;2023-07-21 19:15:24.840;65;2023-07-21 19:08:15.000;2023-07-21 19:12:50.000;11.31;10.35;15;0;0;0;4584;0
86084;2023-07-22 00:01:50.940;51;2023-07-21 23:52:51.000;2023-07-21 23:58:35.000;12.36;13.577;15;0;0;0;4439;0
