id;milkflowdurationsec;incomplete;quarterlfyield;quarterrfyield;quarterlryield;quartelrfyield;meanflowlf;meanflowrf;meanflowlr;meanflowrr;peakflowlf;peakflowrf;peakflowlr;peakflowrr;conductivitylf;conductivityrf;conductivitylr;conductivityrr;bloodlf;bloodrf;bloodlr;bloodrr;scc
82679;506;0;2.95;2.53;3.46;4.22;0.48;0.48;0.48;0.6;0.66;0.72;0.78;0.9;4.57;4.491;4.645;4.717;0;0;0;0;28
82692;183;0;2.94;2.7;1.01;3.9;1.38;1.32;0.84;1.8;1.74;1.8;1.32;2.34;4.374;4.487;7.864;4.646;0;0;351;0;882
82716;361;0;3.95;4.31;4.1;4.7;1.32;1.26;1.62;1.38;1.8;1.74;2.58;1.92;4.508;4.631;4.501;4.65;0;0;0;0;165
82732;199;0;3.41;2.82;0.73;4.05;1.38;1.32;0.72;1.74;1.86;1.68;1.14;2.28;4.521;4.641;6.745;4.66;0;0;650;0;514
82736;470;0;2.95;2.55;3.56;4.3;0.54;0.48;0.54;0.66;0.78;0.84;0.78;0.96;4.586;4.512;4.536;4.722;0;0;0;0;28
82772;332;0;5.02;5.63;5.57;6.35;1.5;1.56;1.8;1.62;1.98;2.04;2.28;2.28;4.577;4.589;4.547;4.643;0;0;0;0;131
82777;208;0;3.39;2.99;0.87;4.08;1.26;1.32;0.84;1.74;1.56;1.74;1.14;2.16;4.654;4.659;6.137;4.715;0;0;454;0;322
82788;350;0;2.03;1.8;2.49;3.01;0.48;0.42;0.48;0.66;0.78;0.66;0.72;0.96;4.527;4.444;4.535;4.65;0;0;347;0;51
82823;345;0;3.64;3.81;3.61;4.32;1.32;1.26;1.56;1.62;1.68;1.86;2.34;2.22;4.32;4.374;4.286;4.304;0;0;0;0;351
82833;197;0;3.67;3.68;0;4.98;1.44;1.5;0;1.98;1.92;1.92;0;2.58;4.519;4.45;0;4.698;0;0;0;0;74
82837;398;0;2.7;2.41;3.27;3.89;0.66;0.54;0.6;0.72;0.9;0.78;0.9;1.02;4.719;4.583;4.69;4.766;0;0;0;0;31
82872;333;0;4.04;4.07;3.92;4.38;1.44;1.38;1.62;1.5;1.86;1.98;2.1;1.92;4.453;4.576;4.49;4.435;0;0;0;0;294
82883;191;0;2.97;3.2;0;4.16;1.32;1.32;0;1.8;1.74;1.68;0;2.22;4.439;4.516;0;4.642;0;0;0;0;82
82887;391;0;1.99;1.74;2.32;2.95;0.48;0.42;0.42;0.54;0.66;0.6;0.66;0.84;4.506;4.448;4.556;4.644;0;0;0;0;60
82922;259;0;3.95;4.06;4.23;4.61;1.5;1.32;1.62;1.56;1.92;1.86;2.04;2.04;4.377;4.502;4.36;4.38;0;0;0;0;231
82931;321;0;1.83;1.57;2.26;2.7;0.48;0.42;0.54;0.6;0.72;0.66;0.78;0.9;4.381;4.37;4.426;4.509;0;0;0;0;40
82934;185;0;3.08;3.26;0;4.3;1.38;1.38;0;1.8;1.92;1.74;0;2.28;4.517;4.572;0;4.708;0;0;0;0;77
82971;288;0;4.26;4.47;4.43;5.03;1.38;1.26;1.62;1.56;1.86;1.92;2.04;2.1;4.507;4.566;4.374;4.507;0;0;0;0;185
82981;213;0;3.63;3.36;0;4.68;1.32;1.2;0;1.68;1.62;1.56;0;2.1;4.648;4.698;0;4.71;0;0;0;0;71
82982;437;0;2.52;2.16;2.98;3.74;0.48;0.48;0.48;0.6;0.66;0.66;0.72;0.9;4.716;4.632;4.703;4.908;0;0;0;0;20
83012;370;0;4.5;3.32;2.87;2.97;0.84;1.02;0.9;0.84;1.38;1.32;1.26;1.14;4.371;3.963;4.3;4.248;2195;435;463;451;362
83030;434;0;2.17;1.92;2.56;3.2;0.42;0.42;0.48;0.54;0.6;0.78;0.66;0.78;4.373;4.224;4.447;4.509;0;0;0;0;28
83031;193;0;3.29;3.1;0;3.99;1.26;1.44;0;1.68;1.56;1.8;0;2.1;4.308;4.425;0;4.442;0;0;0;0;51
83036;308;0;5.09;5.05;5.27;5.95;1.5;1.32;1.8;1.56;1.92;1.92;2.22;1.98;4.371;4.559;4.378;4.513;0;0;0;0;131
83087;229;0;4.38;3.93;0;5.33;1.38;1.38;0;1.92;1.98;1.86;0;2.34;4.643;4.706;0;4.721;0;0;0;0;57
83090;560;0;2.93;2.52;3.45;4.21;0.42;0.42;0.42;0.54;0.66;0.84;0.72;0.9;4.577;4.508;4.688;4.851;0;0;0;0;20
83093;284;0;4.71;4.83;4.82;5.24;1.5;1.44;1.68;1.74;2.04;2.04;2.22;2.22;4.379;4.374;4.286;4.379;0;0;0;0;334
83133;178;0;3.1;2.78;0;4.05;1.32;1.5;0;1.8;1.62;1.86;0;2.22;4.316;4.13;0;4.471;0;0;0;0;62
83136;356;0;2.05;1.78;2.56;3.07;0.6;0.48;0.54;0.6;0.78;0.66;0.84;0.84;4.447;4.137;4.43;4.471;0;0;0;0;40
83143;311;0;3.5;3.42;3.62;3.5;1.56;1.26;1.62;1.38;2.04;1.86;2.52;1.86;4.177;4.34;4.228;4.271;0;0;0;0;451
83175;406;0;2.36;2.05;2.87;3.46;0.48;0.42;0.48;0.66;0.72;0.9;0.72;0.9;4.705;4.597;4.716;4.874;0;0;0;0;48
83186;236;0;3.99;3.59;0;4.89;1.2;1.5;0;1.86;1.68;1.98;0;2.46;4.641;4.592;0;4.677;0;0;0;0;57
83192;356;0;4.77;4.68;4.89;5.16;1.44;1.38;1.86;1.68;2.04;1.92;2.52;2.28;4.571;4.796;4.523;4.734;0;0;0;0;214
83225;149;0;2.26;1.59;1.81;2.26;1.26;1.68;1.08;1.44;1.74;2.22;1.38;1.98;5.114;4.795;5.65;5.075;5887;1734;1676;1866;NULL
83228;436;0;2.33;2;2.83;3.43;0.54;0.42;0.48;0.54;0.78;0.66;0.66;0.84;4.714;4.657;4.714;4.808;0;0;0;0;17
83237;226;0;3.79;3.33;0;4.59;1.2;1.32;0;1.62;1.5;1.62;0;1.98;4.644;4.722;0;4.745;0;0;0;0;62
83244;252;0;3.93;4.21;4.17;4.5;1.56;1.5;1.68;1.68;2.16;2.04;2.16;2.1;4.512;4.582;4.449;4.544;0;0;0;0;237
83274;452;0;2.5;2.13;3.02;3.61;0.48;0.42;0.6;0.6;0.78;0.6;0.84;0.84;4.577;4.59;4.636;4.687;0;0;0;0;22
83294;178;0;2.01;2.87;2.49;3.24;1.2;1.74;1.08;1.5;1.92;2.28;1.56;1.98;5.45;5.132;5.37;5.151;2991;1132;1255;1155;NULL
83297;306;0;4.03;3.71;3.03;2.87;0.96;1.14;1.08;0.84;1.38;1.74;1.62;1.14;4.844;5.073;5.7;5.754;2193;516;542;444;360
83299;244;0;4.28;3.83;0;5.02;1.26;1.5;0;1.74;1.8;1.92;0;2.16;4.575;4.605;0;4.548;0;0;0;0;31
83301;380;0;5.12;5.17;5.31;5.59;1.56;1.44;1.86;1.5;2.16;1.98;2.46;1.98;4.444;4.668;4.427;4.549;0;0;0;0;145
83317;160;0;1.12;1.82;1.41;1.81;0.6;1.44;0.72;1.38;1.14;1.92;1.38;1.86;4.912;5;5.218;5.036;4685;1225;1142;1150;NULL
83327;486;0;2.69;2.39;3.32;4.07;0.54;0.48;0.48;0.6;0.78;0.66;0.72;0.9;4.711;4.664;4.757;4.827;0;0;0;0;17
83340;200;0;3.06;2.98;0;4.2;1.32;1.2;0;1.68;1.74;1.62;0;2.1;4.508;4.661;0;4.693;0;0;0;0;111
83348;223;0;3.61;3.5;3.79;4.05;1.56;1.32;1.8;1.62;2.1;1.98;2.34;2.1;4.58;4.72;4.426;4.497;0;0;0;0;160
83379;274;0;3.44;3.49;3.62;3.79;1.44;1.14;1.56;1.5;2.04;1.62;1.98;1.92;4.505;4.58;4.437;4.499;0;0;0;0;134
83382;200;0;3.35;3.33;0;4.6;1.44;1.56;0;1.8;1.98;1.98;0;2.4;4.437;4.379;0;4.499;0;0;0;0;102
83394;537;0;2.69;3.13;1.93;4.3;0.84;1.26;0.48;1.38;1.56;2.16;1.14;1.86;5.32;5.123;5.845;5.216;1295;739;751;859;NULL
83406;560;0;3.28;2.47;3.82;4.79;0.6;0.48;0.54;0.6;0.84;0.72;0.78;0.84;4.593;4.435;4.502;4.692;0;0;0;0;34
83433;342;0;3.92;4.24;3.83;4.41;1.44;1.26;1.74;1.8;2.04;1.86;2.28;2.46;4.441;4.636;4.44;4.503;0;0;0;0;114
83442;234;0;3.72;3.8;0;5.2;1.26;1.2;0;1.56;1.86;1.56;0;2.04;4.516;4.566;0;4.497;0;0;0;0;111
83446;183;0;2.27;2.82;1.67;3.61;1.32;1.5;0.84;1.5;1.98;1.92;1.44;1.92;5.124;4.834;5.906;4.971;1473;729;851;854;NULL
83449;322;0;1.79;1.59;2.24;2.54;0.54;0.42;0.54;0.6;0.9;0.66;0.72;0.84;4.384;4.367;4.365;4.502;0;0;0;0;105
83489;282;0;4.84;5.1;5.25;5.55;1.62;1.38;1.86;1.68;2.28;2.04;2.28;2.16;4.233;4.439;4.247;4.365;0;0;0;0;317
83496;446;0;2.41;2.13;2.89;3.25;0.48;0.48;0.54;0.54;0.72;0.72;0.78;0.84;4.705;4.642;4.714;4.831;0;0;0;0;62
83500;202;0;3.05;3.49;1.9;4.21;1.2;1.68;0.9;1.56;1.68;2.16;1.56;2.04;4.982;4.641;6.172;4.972;1289;519;638;538;NULL
83503;281;0;4.37;4.47;0;5.81;1.26;1.14;0;1.62;1.62;1.62;0;2.1;4.578;4.643;0;4.57;0;0;0;0;45
83549;389;0;2.4;2.01;2.84;3.32;0.6;0.48;0.6;0.6;0.9;0.72;0.96;0.9;4.716;4.641;4.708;4.76;0;0;0;0;40
83554;196;0;3.45;3.29;0;4.36;1.32;1.56;0;1.92;1.74;2.04;0;2.4;4.448;4.37;0;4.5;0;0;0;0;82
83558;710;2;4.56;0.07;4.89;4.98;1.5;0.36;1.44;1.62;2.04;0.66;2.1;1.92;4.447;0;4.501;4.571;0;0;0;0;340
83596;247;0;3.53;3.88;5.98;4.1;1.74;1.38;1.86;1.56;2.16;2.1;2.64;2.04;4.361;4.653;4.513;4.561;0;0;0;0;365
83605;506;0;2.7;2.37;3.16;3.97;0.48;0.42;0.48;0.6;0.66;0.84;0.66;0.84;4.497;4.38;4.581;4.763;0;0;0;0;37
83608;286;0;4.37;5.13;2.73;6.74;1.32;1.8;1.02;1.62;1.92;2.46;1.38;2.22;5.369;4.667;5.588;4.944;798;349;649;454;1234
83619;260;0;4.9;4.19;0;5.39;1.32;1.38;0;1.8;1.86;1.86;0;2.28;4.508;4.531;0;4.539;0;0;0;0;60
83645;308;0;3.72;4.27;2.16;4.34;1.44;1.38;1.08;1.68;1.98;1.98;1.74;2.04;4.564;4.863;4.384;4.746;0;0;0;0;474
83648;158;0;1.85;2.77;1.34;3.15;1.14;1.56;0.9;1.62;1.68;2.04;1.32;2.04;4.97;4.602;5.186;4.67;691;0;534;336;1208
83656;440;0;2.21;1.94;2.72;3.24;0.54;0.42;0.48;0.54;0.78;0.66;0.78;0.9;4.498;4.397;4.519;4.674;0;0;0;0;45
83673;180;0;3.27;2.99;0;4.35;1.44;1.38;0;1.8;1.86;1.8;0;2.52;4.441;4.451;0;4.482;0;0;0;0;131
83691;264;0;3.77;3.83;2.66;4.07;1.44;1.26;1.5;1.62;1.92;1.8;1.92;2.1;4.59;4.67;4.654;4.643;0;0;0;0;611
83701;408;0;2.24;1.9;2.64;3.23;0.48;0.42;0.6;0.6;0.84;0.66;0.84;0.9;4.443;4.198;4.388;4.456;0;0;0;0;45
83710;180;0;3.28;2.93;0;4.02;1.38;1.44;0;1.86;1.74;1.8;0;2.34;4.449;4.527;0;4.594;0;0;0;0;182
83715;224;0;3.37;4.21;2.41;5.33;1.2;1.8;1.38;1.74;1.68;2.64;1.8;2.28;5.117;4.597;5.314;4.734;0;341;538;0;1154
83738;271;0;3.78;4.25;3.36;4.71;1.44;1.26;1.62;1.5;2.04;2.1;2.04;2.16;4.577;4.601;4.971;4.676;0;0;0;0;491
83754;453;0;2.26;1.96;2.69;3.27;0.42;0.48;0.48;0.54;0.6;0.72;0.72;0.9;4.445;4.53;4.57;4.677;0;0;0;0;28
83759;245;0;2.35;2.84;1.98;3.6;1.2;1.68;1.08;1.62;1.74;2.16;1.62;1.98;4.985;4.6;5.899;4.614;0;0;448;0;1360
83771;218;0;3.97;3.42;0;4.67;1.38;1.5;0;1.86;1.8;1.86;0;2.34;4.529;4.394;0;4.532;0;0;0;0;128
83791;249;0;3.43;3.98;3.37;4.26;1.68;1.38;1.62;1.68;2.22;2.1;2.34;2.16;4.398;4.384;4.628;4.41;0;0;0;0;462
83800;380;0;2.2;1.81;2.56;2.96;0.54;0.42;0.48;0.6;0.9;0.66;0.72;0.9;4.529;4.444;4.496;4.552;0;0;0;0;31
83814;206;0;3.72;3.14;0;4.42;1.32;1.44;0;1.86;1.86;1.8;0;2.28;4.317;4.391;0;4.358;0;0;0;0;82
83826;267;0;3.83;4.89;2.87;5.92;1.26;1.62;1.2;1.56;1.86;2.28;1.74;1.92;5.123;4.591;5.164;4.819;0;0;349;0;914
83834;265;0;3.12;3.64;3.41;4.03;1.56;1.26;1.74;1.68;2.04;1.92;2.34;2.28;4.593;4.654;4.772;4.604;0;0;0;0;420
83853;471;0;2.56;2.17;3.02;3.66;0.48;0.42;0.48;0.54;0.72;0.66;0.66;0.78;4.72;4.581;4.704;4.82;0;0;0;0;25
83869;183;0;3.64;3.43;0;4.47;1.56;1.44;0;1.92;2.28;1.92;0;2.34;4.439;4.386;0;4.561;0;0;0;0;51
83878;289;0;3.19;3.52;3.35;4.02;1.5;1.14;1.68;1.38;1.98;1.62;2.28;1.92;4.783;4.721;4.841;4.615;0;0;0;0;288
83897;262;0;3.89;4.81;3.28;5.94;1.14;1.68;1.2;1.62;1.62;2.4;1.62;1.98;5.053;4.523;5.372;4.749;0;0;352;0;960
83904;430;0;2.22;1.96;2.73;3.23;0.42;0.42;0.48;0.6;0.66;0.66;0.72;0.84;4.451;4.389;4.503;4.611;0;0;0;0;17
83922;206;0;3.63;3.73;0;4.85;1.5;1.44;0;1.8;1.86;2.04;0;2.22;4.467;4.391;0;4.524;0;0;0;0;48
83934;285;0;4.62;4.71;4.42;5.23;1.56;1.38;1.68;1.56;2.1;1.98;2.4;2.04;4.662;4.662;4.897;4.604;0;0;0;0;262
83949;242;0;3.54;4.12;2.77;5.31;1.14;1.92;1.2;1.68;1.56;2.58;1.5;2.1;4.934;4.544;5.332;4.686;0;0;351;0;1137
83952;478;0;2.54;2.19;3.03;3.69;0.48;0.42;0.48;0.54;0.78;0.66;0.66;0.84;4.667;4.679;4.86;4.819;0;0;0;0;8
83968;182;0;3.33;3.23;0;4.18;1.38;1.5;0;1.92;1.8;2.04;0;2.46;4.484;4.414;0;4.62;0;0;0;0;45
83979;269;0;3.25;3.51;3.33;3.92;1.5;1.32;1.62;1.62;2.04;1.98;2.34;2.16;4.549;4.559;4.627;4.42;0;0;0;0;297
84004;246;0;3.68;4.5;2.9;5.53;1.32;1.8;1.26;1.62;1.92;2.4;1.74;2.1;5.02;4.621;5.238;4.75;305;0;360;0;637
84005;433;0;2.57;2.14;2.96;3.61;0.54;0.42;0.48;0.66;0.72;0.6;0.72;0.9;4.618;4.489;4.768;4.749;0;0;0;0;28
84021;186;0;3.4;2.96;0;4.21;1.38;1.5;0;1.86;1.92;2.1;0;2.34;4.417;4.352;0;4.491;0;0;0;0;65
84031;230;0;3.24;3.39;3.7;3.9;1.62;1.32;1.92;1.86;2.1;2.1;2.46;2.34;4.354;4.488;4.355;4.288;0;0;0;0;448
84060;267;0;4.15;4.96;3.33;6.15;1.26;1.74;1.2;1.68;1.62;2.28;1.56;2.16;4.952;4.555;5.173;4.748;408;342;351;354;654
84065;464;0;2.82;2.44;3.44;4.11;0.54;0.48;0.54;0.66;0.84;0.66;0.9;1.08;4.486;4.484;4.567;4.617;0;0;0;0;28
84077;188;0;4.02;3.55;0;4.81;1.56;1.62;0;1.86;2.22;2.04;0;2.22;4.543;4.422;0;4.562;0;0;0;0;65
84078;258;0;3.64;3.55;3.77;4.21;1.5;1.2;1.56;1.44;1.86;1.74;2.04;2.28;4.343;4.62;4.362;4.362;0;0;0;0;534
84115;246;0;3.52;4.25;3.08;5.5;1.26;1.74;1.2;1.68;2.04;2.46;1.56;2.16;4.898;4.623;5.302;4.671;0;0;353;0;671
84121;214;0;3.15;3.39;3.13;3.66;1.62;1.38;1.68;1.68;1.98;2.04;2.28;2.22;4.355;4.552;4.3;4.278;0;0;0;0;488
84122;438;0;2.17;1.89;2.69;3.3;0.42;0.42;0.42;0.6;0.6;0.6;0.72;0.9;4.357;4.418;4.434;4.544;0;0;0;0;54
84130;174;0;3.23;3.03;0;4.27;1.38;1.56;0;1.86;1.98;2.04;0;2.34;4.289;4.289;0;4.348;0;0;0;0;60
84157;241;0;3.4;3.62;3.93;4.3;1.5;1.32;1.56;1.62;2.04;1.98;2.04;2.1;4.686;4.809;4.579;4.683;0;0;0;0;405
84160;241;0;3.53;4.22;3.28;5.39;1.26;1.68;1.26;1.62;1.68;2.28;1.68;2.04;4.883;4.478;5.11;4.622;0;0;358;0;714
84175;500;0;2.84;2.31;3.42;4.06;0.48;0.54;0.48;0.6;0.72;0.78;0.78;0.9;4.604;4.609;4.61;4.801;0;0;0;0;20
84183;198;0;3.89;3.86;0;5.15;1.56;1.5;0;1.92;1.92;1.92;0;2.58;4.527;4.547;0;4.609;0;0;0;0;57
84204;220;0;3.48;3.37;3.4;3.86;1.44;1.26;1.62;1.68;1.98;1.86;1.98;2.16;4.531;4.727;4.427;4.47;0;0;0;0;328
84211;241;0;3.37;4.11;2.87;4.9;1.32;1.74;1.32;1.5;1.8;2.34;1.62;1.92;4.805;4.456;4.961;4.536;0;0;0;0;634
84219;478;0;2.21;1.91;2.55;3.13;0.48;0.42;0.36;0.54;0.72;0.6;0.6;0.78;4.533;4.459;4.495;4.669;0;0;0;0;31
84230;185;0;3.18;3.24;0;4.26;1.44;1.38;0;1.68;1.74;1.98;0;2.1;4.458;4.455;0;4.54;0;0;0;0;71
84261;383;0;4.83;5;4.97;5.43;1.38;1.44;1.74;1.56;2.04;2.04;2.4;1.98;4.516;4.587;4.384;4.534;0;0;0;0;200
84272;500;0;2.74;2.35;3.15;3.89;0.54;0.48;0.48;0.54;0.78;0.66;0.84;0.84;4.646;4.588;4.524;4.732;0;0;0;0;22
84277;313;0;4.2;5.39;3.89;6.99;1.32;1.74;1.26;1.56;1.74;2.46;1.68;2.16;4.844;4.388;4.991;4.535;0;0;0;0;522
84293;238;0;4.43;4.41;0;5.45;1.44;1.38;0;1.74;1.86;1.92;0;2.22;4.504;4.59;0;4.604;0;0;0;0;45
84311;254;0;3.58;3.56;3.94;4.2;1.26;1.14;1.68;1.62;2.04;1.8;2.34;2.16;4.51;4.639;4.4;4.405;0;0;0;0;277
84319;243;0;3.04;3.78;2.86;4.7;1.08;1.68;1.14;1.38;1.44;2.28;1.44;1.92;4.716;4.438;4.935;4.534;324;0;0;0;540
84334;436;0;2.76;2.34;3.35;4.18;0.54;0.48;0.6;0.66;0.84;0.72;0.9;1.02;4.592;4.626;4.672;4.868;0;0;0;0;17
84341;178;0;3.29;2.87;0;4.03;1.38;1.56;0;1.86;2.04;1.86;0;2.22;4.536;4.552;0;4.799;0;0;0;0;NULL
84357;218;0;3.19;3.53;3.43;3.72;1.38;1.38;1.68;1.68;1.92;2.04;2.22;2.22;4.465;4.612;4.345;4.398;0;0;0;0;NULL
84377;279;0;3.99;5.14;4.04;6.34;1.32;1.74;1.32;1.62;1.74;2.46;1.68;2.16;4.867;4.55;5.205;4.739;0;0;0;0;NULL
84389;196;0;3.63;3.64;0;4.5;1.44;1.44;0;1.8;1.8;2.04;0;2.34;4.536;4.674;0;4.729;0;0;0;0;NULL
84393;522;0;2.84;2.4;3.29;4.06;0.48;0.42;0.48;0.6;0.72;0.66;0.78;0.84;4.6;4.541;4.494;4.721;0;0;0;0;NULL
84405;304;0;4.22;4.54;4.41;4.96;1.32;1.32;1.68;1.68;1.8;1.98;2.1;2.28;4.737;4.799;4.566;4.655;0;0;0;0;NULL
84436;269;0;4.12;4.59;3.95;5.96;1.26;1.74;1.26;1.62;1.8;2.22;1.8;1.92;4.758;4.379;5.028;4.526;0;0;0;0;NULL
84441;209;0;3.68;3.67;0;4.73;1.32;1.44;0;1.68;1.92;1.98;0;2.22;4.756;4.79;0;4.908;0;0;0;0;NULL
84447;448;0;2.32;1.93;2.86;3.32;0.48;0.48;0.48;0.6;0.72;0.78;0.78;0.84;4.486;4.519;4.375;4.641;0;0;0;0;NULL
84456;240;0;3.39;3.51;3.11;3.87;1.14;1.2;1.44;1.56;1.62;1.74;1.92;2.04;4.481;4.575;4.385;4.513;0;0;0;0;NULL
84473;208;0;2.77;3.74;2.79;4.4;1.26;1.56;1.26;1.68;1.8;2.1;1.62;2.1;4.558;4.513;4.91;4.577;0;0;0;0;NULL
84485;170;0;3.31;2.95;0;4.05;1.5;1.44;0;1.92;2.04;1.92;0;2.34;4.491;4.456;0;4.64;0;0;0;0;NULL
84488;352;0;1.86;1.6;2.27;2.76;0.54;0.42;0.54;0.6;0.72;0.66;0.84;0.9;4.495;4.45;4.505;4.638;0;0;0;0;NULL
84500;229;0;3.24;3.75;3.74;4.16;1.5;1.38;1.74;1.44;2.16;1.92;2.28;1.98;4.341;4.53;4.25;4.297;0;0;0;0;NULL
84501;275;0;1.96;3.08;2.48;3.75;1.26;1.44;1.32;1.5;1.8;1.86;1.8;1.98;4.811;4.6;5.248;4.635;0;0;0;0;NULL
84530;189;0;3.19;3.41;0;4.37;1.5;1.44;0;1.92;1.92;1.86;0;2.4;4.611;4.732;0;4.819;0;0;0;0;51
84548;509;0;2.63;2.22;3.07;3.85;0.42;0.42;0.48;0.54;0.66;0.6;0.78;0.84;4.627;4.586;4.725;4.821;0;0;0;0;28
84554;237;0;3.7;4.27;3.49;5.43;1.38;1.74;1.38;1.68;1.8;2.46;1.86;2.16;4.761;4.388;4.985;4.625;0;0;0;0;434
84557;254;0;3.68;3.96;3.74;4.2;1.32;1.32;1.68;1.68;1.68;2.04;2.16;2.1;4.691;4.865;4.524;4.611;0;0;0;0;234
84589;208;0;3.93;3.36;0;4.14;1.38;1.44;0;1.92;1.68;1.92;0;2.4;4.486;4.394;0;4.492;0;0;0;0;40
84602;262;0;3.34;3.85;3.76;4.3;1.5;1.44;1.68;1.38;2.04;2.04;2.16;2.16;4.546;4.723;4.518;4.569;0;0;0;0;277
84611;560;0;2.81;2.45;3.47;4.11;0.42;0.42;0.42;0.6;0.66;0.72;0.72;0.9;4.489;4.331;4.526;4.608;0;0;0;0;37
84622;296;0;4.49;5.94;4.61;6.87;1.38;1.56;1.26;1.62;1.8;2.16;1.62;2.1;4.689;4.476;5.121;4.472;0;0;0;0;360
84645;252;0;3.75;3.81;0;5;1.5;1.14;0;1.74;1.98;1.44;0;2.22;4.621;4.796;0;4.699;0;0;0;0;48
84656;273;0;3.64;4.18;3.73;4.41;1.44;1.32;1.56;1.56;2.04;1.98;2.04;2.16;4.63;4.785;4.642;4.634;0;0;0;0;282
84663;389;0;2.37;1.98;2.84;3.36;0.48;0.48;0.54;0.6;0.72;0.66;0.78;0.84;4.562;4.525;4.648;4.689;0;0;0;0;20
84673;267;0;3.61;4.29;3.52;5.75;1.26;1.62;1.2;1.56;1.8;2.22;1.56;1.98;4.694;4.467;4.908;4.555;0;0;0;0;408
84703;222;0;3.58;3.74;3.79;4.39;1.44;1.44;1.62;1.74;1.98;1.98;2.04;2.16;4.633;4.583;4.568;4.505;0;0;0;0;262
84710;198;0;4.27;3.66;0;5.16;1.56;1.56;0;1.98;2.04;1.98;0;2.58;4.498;4.515;0;4.506;0;0;0;0;257
84721;263;0;3.8;4.72;3.76;5.92;1.26;1.56;1.26;1.62;1.74;2.16;1.62;2.1;4.611;4.444;4.34;4.492;0;0;0;0;488
84724;544;0;3.04;2.23;3.5;4.31;0.48;0.48;0.42;0.66;0.72;0.72;0.78;1.02;4.612;4.512;4.346;4.819;0;0;0;0;28
84750;316;0;3.63;3.83;3.73;4.19;1.62;1.32;1.68;1.56;2.04;1.92;2.22;2.1;4.729;4.752;4.752;4.659;0;0;0;0;225
84762;201;0;3.49;3.21;0;4.68;1.44;1.2;0;1.8;1.98;1.62;0;2.22;4.524;4.752;0;4.724;0;0;0;0;237
84771;237;0;3.34;4.09;3.37;5.13;1.26;1.68;1.14;1.56;1.8;2.16;1.38;2.04;4.536;4.351;5.005;4.397;0;0;0;0;374
84781;402;0;2.47;2.08;2.98;3.46;0.54;0.48;0.6;0.6;0.78;0.66;0.84;0.9;4.577;4.56;4.621;4.665;0;0;0;0;37
84798;232;0;2.98;3.48;3.58;3.96;1.38;1.26;1.56;1.56;1.86;1.92;2.1;2.1;4.441;4.55;4.296;4.399;0;0;0;0;262
84818;206;0;3.62;3.68;0;5.02;1.56;1.38;0;2.04;1.92;1.74;0;2.46;4.374;4.545;0;4.539;0;0;0;0;148
84824;287;0;4.3;4.42;4.12;6.76;1.32;1.68;1.2;1.68;1.86;2.28;1.5;2.22;4.643;4.349;4.626;4.604;0;0;0;0;365
84840;464;0;2.72;2.35;3.34;3.99;0.48;0.48;0.54;0.66;0.72;0.72;0.78;0.96;4.59;4.622;4.798;4.815;0;0;0;0;22
84844;384;0;4.03;4.56;4.27;4.76;1.38;1.44;1.56;1.32;1.8;2.16;2.34;1.68;4.859;4.958;4.863;4.814;0;0;0;0;180
84866;222;0;3.19;3.69;2.89;4.62;1.32;1.56;1.14;1.56;1.74;1.98;1.5;1.92;4.435;4.282;4.435;4.401;0;0;0;0;357
84877;230;0;4.27;3.49;0;4.92;1.32;1.38;0;1.86;1.8;1.8;0;2.28;4.574;4.75;0;4.659;0;0;0;0;91
84892;399;0;2.49;2.06;2.98;3.56;0.54;0.48;0.54;0.66;0.78;0.72;0.84;0.96;4.773;4.749;4.697;5.008;0;0;0;0;31
84896;317;0;3.61;3.99;4.28;4.21;1.44;1.32;1.62;1.62;1.92;1.98;2.46;2.04;4.901;4.885;4.901;4.741;0;0;0;0;200
84924;174;0;3.53;3.08;0;4.03;1.56;1.44;0;1.8;2.04;1.86;0;2.28;4.169;4.207;0;4.33;0;0;0;0;97
84931;323;0;4.05;4.78;4.23;7.1;1.44;1.56;1.26;1.62;2.04;1.98;1.62;2.28;4.7;4.409;4.85;4.598;0;0;0;0;322
84946;536;0;2.77;2.41;3.41;4.11;0.42;0.42;0.48;0.54;0.66;0.6;0.84;0.96;4.632;4.562;4.783;4.781;0;0;0;0;25
84948;270;0;4.17;4.78;4.73;5.26;1.26;1.44;1.68;1.5;1.74;2.04;2.16;2.04;4.565;4.562;4.515;4.446;0;0;0;0;185
84971;215;0;2.92;3.74;2.84;4.36;1.26;1.44;1.14;1.62;1.62;2.04;1.56;2.1;4.499;4.352;4.4;4.368;0;0;0;0;402
84978;208;0;4.17;3.54;0;4.85;1.5;1.5;0;1.92;2.04;1.92;0;2.46;4.562;4.481;0;4.635;0;0;0;0;42
84995;387;0;2.03;1.82;2.53;3.08;0.54;0.36;0.6;0.6;0.9;0.66;0.9;0.9;4.566;4.284;4.878;4.762;0;0;0;0;31
85003;244;0;3.28;3.94;3.89;4.34;1.38;1.32;1.5;1.62;1.86;1.98;1.92;2.22;4.634;4.61;4.286;4.557;0;0;0;0;245
85022;255;0;3.45;4.19;3.55;5.27;1.38;1.68;1.32;1.5;1.8;2.28;1.74;1.86;4.763;4.484;5.211;4.634;0;0;0;0;325
85042;240;0;4.38;3.64;0;4.9;1.32;1.26;0;1.68;1.92;1.86;0;2.28;4.437;4.416;0;4.459;0;0;0;0;25
